id,telegram_id,full_name,ipfs_cid,ipfs_url,timestamp,zetetic_id,status
1,1199933222,"Арбитр Man ",QmUpkC1F42sArJnnige8g8M13jfu5wxyTwJhrtCVnviHw7,https://gateway.pinata.cloud/ipfs/QmUpkC1F42sArJnnige8g8M13jfu5wxyTwJhrtCVnviHw7,"2025-05-19 21:35:47",ZID-0001,valid
2,427626938,"Ирина",QmZCn3hfB9KtPCFQKaoiWA1FwnXaDdGCNDojjZzx63htTx,https://gateway.pinata.cloud/ipfs/QmZCn3hfB9KtPCFQKaoiWA1FwnXaDdGCNDojjZzx63htTx,"2025-05-20 08:40:44",ZID-0002,valid
3,1191337118,"Ксюша",QmSdEDWxoBTV7iVaHbeUAQj8Sv4HLHoSHsnFcqS6GX3ffx,https://gateway.pinata.cloud/ipfs/QmSdEDWxoBTV7iVaHbeUAQj8Sv4HLHoSHsnFcqS6GX3ffx,"2025-05-21 14:46:06",ZID-0003,valid
4,1807196355,Svytoslav,QmUrTfbpmgpsVyKdod2rEWV1H4kMYWVwbjYahYpzhnYLwi,https://gateway.pinata.cloud/ipfs/QmUrTfbpmgpsVyKdod2rEWV1H4kMYWVwbjYahYpzhnYLwi,"2025-05-22 05:52:13",ZID-0004,valid
5,1437048436,"Анастасия Дорошенко",QmW8HTsGvdnjtakwa9TnodVPF5BYcTG4x1Mp1gr6KBeNFE,https://gateway.pinata.cloud/ipfs/QmW8HTsGvdnjtakwa9TnodVPF5BYcTG4x1Mp1gr6KBeNFE,"2025-05-24 20:50:22",ZID-0005,valid
6,6117705425,"eAdilet сервис  Техподдержка",QmPywP7b6BwpiAtZBYHL7QkSrSpz3t7Uagf238c557WCRH,https://gateway.pinata.cloud/ipfs/QmPywP7b6BwpiAtZBYHL7QkSrSpz3t7Uagf238c557WCRH,"2025-05-25 13:43:56",ZID-0006,valid
7,6115665567,"Дмитрий",QmY3sNH3g9GSq9TaVRvvPVLqeEDDVGGdNuwQc3h3HHtaKq,https://gateway.pinata.cloud/ipfs/QmY3sNH3g9GSq9TaVRvvPVLqeEDDVGGdNuwQc3h3HHtaKq,"2025-06-02 16:20:14",ZID-0007,valid
8,431159553,"Лаура",QmXZuVRA3kK9vEBCdGNwz8NbJuDo4DMe7MgTyrQ28XnX14,https://gateway.pinata.cloud/ipfs/QmXZuVRA3kK9vEBCdGNwz8NbJuDo4DMe7MgTyrQ28XnX14,"2025-06-03 10:50:20",ZID-0008,valid
